,x,y,z,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6
30,0.10862139788322084,0.10740965629484188,0.8023560357335524,-1.7766780358909549,0.5569969575119196,0.8615774304293771,3.0497465077477752,-3.100826197365166,-1.0321718815618848
31,0.11366339016116307,0.10740965629484188,0.8025231027731495,-1.8078083295371175,0.556849827308108,0.8566984699426446,3.0479254920204606,-3.093116156590548,-1.0401639649241137
32,0.11882006872371331,0.10740965629484188,0.8025754835281388,-1.8078083295371175,0.556849827308108,0.8566984699426446,3.0479254920204606,-3.093116156590548,-1.0401639649241137
33,0.12408075065373553,0.10740965629484188,0.802523860915656,-1.839133256675857,0.5565820427574653,0.8499923753398606,3.050491923673914,-3.0852279081584397,-1.0459584078673996
34,0.12943406381363343,0.10740965629484188,0.8023796070732976,-1.839133256675857,0.5565820427574653,0.8499923753398606,3.050491923673914,-3.0852279081584397,-1.0459584078673996
35,0.13486794684535028,0.10740965629484188,0.8021547833591202,-1.8710347150399067,0.5562018763306237,0.8407019218983026,3.0601911084144726,-3.0772000558864283,-1.0475868721803696
36,0.14036964917036893,0.10740965629484188,0.8018621403516409,-1.8710347150399067,0.5562018763306237,0.8407019218983026,3.0601911084144726,-3.0772000558864283,-1.0475868721803696
37,0.14604365661048369,0.10752758191561365,0.8015151178498374,-1.9031348737167297,0.5557675949111707,0.8284692610877228,3.0757148758812005,-3.0692164084434896,-1.0466488625972468
38,0.1516037648112876,0.10754529043485997,0.8011817774858038,-1.9031348737167297,0.5557675949111707,0.8284692610877228,3.0757148758812005,-3.0692164084434896,-1.0466488625972468
39,0.1571994907218427,0.10756140026834275,0.8008112207262708,-1.934204717570738,0.5554226505278053,0.814814595591291,3.0946808438715427,-3.061642861912324,-1.0437865194476676
40,0.16282354252000633,0.10757562447246115,0.8004104524497649,-1.934204717570738,0.5554226505278053,0.814814595591291,3.0946808438715427,-3.061642861912324,-1.0437865194476676
41,0.1684686283836385,0.10758767610361622,0.7999864775348272,-1.96497259087303,0.5552277454288619,0.798808424232985,3.1184066455217567,-3.0543735089116337,-1.0385788375634193
42,0.17412745649059924,0.10759726821820903,0.7995463008599986,-1.96497259087303,0.5552277454288619,0.798808424232985,3.1184066455217567,-3.0543735089116337,-1.0385788375634193
43,0.17979273501874857,0.10760411387264064,0.7990969273038201,-1.994929570098715,0.5552828073263285,0.7806287756342947,-3.1371310573672333,-3.047578514949108,-1.0315342865596855
44,0.18545717214594656,0.10760792612331214,0.798645361744833,-1.994929570098715,0.5552828073263285,0.7806287756342947,-3.1371310573672333,-3.047578514949108,-1.0315342865596855
45,0.1911134760500532,0.10760841802662459,0.7981986090615781,-2.0240449811684957,0.5556799873844435,0.7603203981931601,-3.1061350429131553,-3.041294083449214,-1.0230635492698825
46,0.19675435490892856,0.10760530263897906,0.7977636741325965,-2.0240449811684957,0.5556799873844435,0.7603203981931601,-3.1061350429131553,-3.041294083449214,-1.0230635492698825
47,0.20237251690043268,0.10759829301677662,0.7973475618364293,-2.0521754119602296,0.556494977417997,0.7380367466537762,-3.072482379840625,-3.035561485352679,-1.0135918163835882
48,0.20796067020242553,0.10758710221641833,0.7969572770516175,-2.0521754119602296,0.556494977417997,0.7380367466537762,-3.072482379840625,-3.035561485352679,-1.0135918163835882
49,0.2135115229927672,0.10757144329430528,0.796599824656702,-2.079256814928713,0.557779226950791,0.7139828164318563,-3.03690930328515,-3.0303856425438567,-1.0035657528788848
50,0.21901778344931772,0.10755102930683852,0.7962822095302241,-2.079256814928713,0.557779226950791,0.7139828164318563,-3.03690930328515,-3.0303856425438567,-1.0035657528788848
51,0.22447215974993706,0.10752557331041913,0.7960114365507247,-2.105239624491915,0.559552269618912,0.6884447159688302,-3.0002079663125074,-3.0257519051443085,-0.9934395233887134
52,0.22986736007248534,0.1074947883614482,0.7957945105967448,-2.105239624491915,0.559552269618912,0.6884447159688302,-3.0002079663125074,-3.0257519051443085,-0.9934395233887134
53,0.23519609259482255,0.10745838751632676,0.7956384365468254,-2.1301038766520897,0.5617969818184286,0.6617886312388873,-2.963230096447112,-3.0216258644297693,-0.9836867718606626
54,0.24045106549480869,0.1074160838314559,0.7955502192795078,-2.1301038766520897,0.5617969818184286,0.6617886312388873,-2.963230096447112,-3.0216258644297693,-0.9836867718606626
55,0.24562498695030383,0.10736759036323669,0.7955368636733327,-2.153849682321292,0.5644572736812408,0.6344647176815812,-2.9268937369633328,-3.017958041567677,-0.9748058221780667
56,0.250710565139168,0.1073126201680702,0.7956053746068413,-2.153849682321292,0.5644572736812408,0.6344647176815812,-2.9268937369633328,-3.017958041567677,-0.9748058221780667
57,0.25570050823926127,0.10725088630235749,0.7957627569585747,-2.1764948756650524,0.5674390066748304,0.6070052489440134,-2.892197279139673,-3.0146867418335743,-0.9673349374856655
58,0.2605875244284436,0.10718210182249964,0.7960160156070738,-2.1764948756650524,0.5674390066748304,0.6070052489440134,-2.892197279139673,-3.0146867418335743,-0.9673349374856655
59,0.265364321884575,0.1071059797848977,0.7963721554308798,-2.1980709691115186,0.5706141285530733,0.5800197503603942,-2.860237879499468,-3.011740612376436,-0.9618712334308902
60,0.27002360878551557,0.1070222332459528,0.7968381813085336,-2.1980709691115186,0.5706141285530733,0.5800197503603942,-2.860237879499468,-3.011740612376436,-0.9618712334308902
61,0.2745580933091254,0.10693057526206592,0.7974210981185762,-2.218620034153319,0.5738280086733909,0.554186067521118,-2.832234862651674,-3.0090403812872815,-0.9590951970126808
62,0.27896048363326437,0.1068307188896382,0.7981279107395488,-2.218620034153319,0.5738280086733909,0.554186067521118,-2.832234862651674,-3.0090403812872815,-0.9590951970126808
63,0.2832234879357926,0.10672237718507069,0.7989656240499923,-2.238191927262194,0.5769097474437754,0.5302369308164933,-2.8095555069439526,-3.006499936504777,-0.9597988519207542
64,0.2873398143945701,0.10660526320476445,0.7999412429284478,-2.238191927262194,0.5769097474437754,0.5302369308164933,-2.8095555069439526,-3.006499936504777,-0.9597988519207542
65,0.291302171187457,0.10647909000512056,0.8010617722534563,-2.2568420494097485,0.5796852338608489,0.5089405298519001,-2.793739211762792,-3.0040268774502796,-0.9649153239584353
66,0.29510326649231317,0.10634357064254008,0.802334216903559,-2.2568420494097485,0.5796852338608489,0.5089405298519001,-2.793739211762792,-3.0040268774502796,-0.9649153239584353
67,0.2987358084869987,0.10619841817342408,0.8037655817572967,-2.2746296245781603,0.5819929327546043,0.49107196687638044,-2.786512196756326,-3.001522815065085,-0.975545114725974
