0.5,0.15,1.1
0.5,0.15,1.1
0.5,0.16,1.1
0.5,0.16,1.1
0.5,0.16,1.1
0.5,0.16,1.1
0.5,0.17,1.1
0.5,0.17,1.1
0.5,0.17,1.1
0.5,0.17,1.1
0.5,0.18,1.1
0.5,0.18,1.1
0.5,0.18,1.1
0.5,0.18,1.1
0.5,0.19,1.1
0.5,0.19,1.1
0.5,0.19,1.1
0.5,0.19,1.1
0.5,0.2,1.1
0.5,0.2,1.1
0.5,0.2,1.1
0.5,0.2,1.1
0.5,0.21,1.1
0.5,0.21,1.1
0.5,0.21,1.1
0.5,0.21,1.1
0.5,0.22,1.1
0.5,0.22,1.1
0.5,0.22,1.1
0.5,0.22,1.1
0.5,0.22,1.1
0.5,0.23,1.1
0.5,0.23,1.1
0.5,0.23,1.1
0.5,0.23,1.1
0.5,0.24,1.1
0.5,0.24,1.1
0.5,0.24,1.1
0.5,0.24,1.1
0.5,0.24,1.1
0.5,0.25,1.1
0.5,0.25,1.1
0.5,0.25,1.1
0.5,0.25,1.1
0.5,0.25,1.1
0.5,0.26,1.1
0.5,0.26,1.1
0.5,0.26,1.1
0.5,0.26,1.1
0.5,0.26,1.1
0.5,0.26,1.1
0.5,0.27,1.1
0.5,0.27,1.1
0.5,0.27,1.1
0.5,0.27,1.1
0.5,0.27,1.1
0.5,0.27,1.1
0.5,0.28,1.1
0.5,0.28,1.1
0.5,0.28,1.1
0.5,0.28,1.1
0.5,0.28,1.1
0.5,0.28,1.1
0.5,0.28,1.1
0.5,0.28,1.1
0.5,0.29,1.1
0.5,0.29,1.1
0.5,0.29,1.1
0.5,0.29,1.1
0.5,0.29,1.1
0.5,0.29,1.1
0.5,0.29,1.1
0.5,0.29,1.1
0.5,0.29,1.1
0.5,0.29,1.1
0.5,0.29,1.1
0.5,0.3,1.1
0.5,0.3,1.1
0.5,0.3,1.1
0.5,0.3,1.1
0.5,0.3,1.1
0.5,0.3,1.1
0.5,0.3,1.1
0.5,0.3,1.1
0.5,0.3,1.1
0.5,0.3,1.1
0.5,0.3,1.1
0.5,0.3,1.1
0.5,0.3,1.1
0.5,0.3,1.1
0.5,0.3,1.1
0.5,0.3,1.1
0.5,0.3,1.1
0.5,0.3,1.1
0.5,0.3,1.1
0.5,0.3,1.1
0.5,0.3,1.1
0.5,0.3,1.1
0.5,0.3,1.1
0.5,0.3,1.1
0.5,0.3,1.1
0.5,0.3,1.1
0.5,0.3,1.1
0.5,0.3,1.1
0.5,0.3,1.1
0.5,0.29,1.1
0.5,0.29,1.1
0.5,0.29,1.1
0.5,0.29,1.1
0.5,0.29,1.1
0.5,0.29,1.1
0.5,0.29,1.1
0.5,0.29,1.1
0.5,0.29,1.1
0.5,0.29,1.1
0.5,0.29,1.1
0.5,0.28,1.1
0.5,0.28,1.1
0.5,0.28,1.1
0.5,0.28,1.1
0.5,0.28,1.1
0.5,0.28,1.1
0.5,0.28,1.1
0.5,0.28,1.1
0.5,0.27,1.1
0.5,0.27,1.1
0.5,0.27,1.1
0.5,0.27,1.1
0.5,0.27,1.1
0.5,0.27,1.1
0.5,0.26,1.1
0.5,0.26,1.1
0.5,0.26,1.1
0.5,0.26,1.1
0.5,0.26,1.1
0.5,0.26,1.1
0.5,0.25,1.1
0.5,0.25,1.1
0.5,0.25,1.1
0.5,0.25,1.1
0.5,0.25,1.1
0.5,0.24,1.1
0.5,0.24,1.1
0.5,0.24,1.1
0.5,0.24,1.1
0.5,0.24,1.1
0.5,0.23,1.1
0.5,0.23,1.1
0.5,0.23,1.1
0.5,0.23,1.1
0.5,0.22,1.1
0.5,0.22,1.1
0.5,0.22,1.1
0.5,0.22,1.1
0.5,0.22,1.1
0.5,0.21,1.1
0.5,0.21,1.1
0.5,0.21,1.1
0.5,0.21,1.1
0.5,0.2,1.1
0.5,0.2,1.1
0.5,0.2,1.1
0.5,0.2,1.1
0.5,0.19,1.1
0.5,0.19,1.1
0.5,0.19,1.1
0.5,0.19,1.1
0.5,0.18,1.1
0.5,0.18,1.1
0.5,0.18,1.1
0.5,0.18,1.1
0.5,0.17,1.1
0.5,0.17,1.1
0.5,0.17,1.1
0.5,0.17,1.1
0.5,0.16,1.1
0.5,0.16,1.1
0.5,0.16,1.1
0.5,0.16,1.1
0.5,0.15,1.1
0.5,0.15,1.1
0.5,0.15,1.1
0.5,0.14,1.1
0.5,0.14,1.1
0.5,0.14,1.1
0.5,0.14,1.1
0.5,0.13,1.1
0.5,0.13,1.1
0.5,0.13,1.1
0.5,0.13,1.1
0.5,0.12,1.1
0.5,0.12,1.1
0.5,0.12,1.1
0.5,0.12,1.1
0.5,0.11,1.1
0.5,0.11,1.1
0.5,0.11,1.1
0.5,0.11,1.1
0.5,0.1,1.1
0.5,0.1,1.1
0.5,0.1,1.1
0.5,0.1,1.1
0.5,0.09,1.1
0.5,0.09,1.1
0.5,0.09,1.1
0.5,0.09,1.1
0.5,0.08,1.1
0.5,0.08,1.1
0.5,0.08,1.1
0.5,0.08,1.1
0.5,0.07,1.1
0.5,0.07,1.1
0.5,0.07,1.1
0.5,0.07,1.1
0.5,0.07,1.1
0.5,0.06,1.1
0.5,0.06,1.1
0.5,0.06,1.1
0.5,0.06,1.1
0.5,0.06,1.1
