0.3,0.15,0.8
0.3,0.15,0.8
0.3,0.16,0.8
0.3,0.16,0.8
0.3,0.16,0.8
0.3,0.16,0.8
0.3,0.17,0.8
0.3,0.17,0.8
0.3,0.17,0.8
0.3,0.17,0.8
0.3,0.18,0.8
0.3,0.18,0.8
0.3,0.18,0.8
0.3,0.18,0.8
0.3,0.19,0.8
0.3,0.19,0.8
0.3,0.19,0.8
0.3,0.19,0.8
0.3,0.2,0.8
0.3,0.2,0.8
0.3,0.2,0.8
0.3,0.2,0.8
0.3,0.21,0.8
0.3,0.21,0.8
0.3,0.21,0.8
0.3,0.21,0.8
0.3,0.22,0.8
0.3,0.22,0.8
0.3,0.22,0.8
0.3,0.22,0.8
0.3,0.23,0.8
0.3,0.23,0.8
0.3,0.23,0.8
0.3,0.23,0.8
0.3,0.23,0.8
0.3,0.24,0.8
0.3,0.24,0.8
0.3,0.24,0.8
0.3,0.24,0.8
0.3,0.24,0.8
0.3,0.25,0.8
0.3,0.25,0.8
0.3,0.25,0.8
0.3,0.25,0.8
0.3,0.25,0.8
0.3,0.26,0.8
0.3,0.26,0.8
0.3,0.26,0.8
